tên_bệnh,hội_chứng,triệu_chứng,bài_thuốc,vị_thuốc
Parkinson,Tỳ hư thấp trệ - đờm hoả quấy động phong,"Đầu nặng; sợ lạnh, chân tay lạnh; lòng bàn tay chân và ngực nóng; thức ăn không tiêu, phân lỏng; tay chân khó cử động, run; đầu lưỡi đỏ, lưỡi bệu; rêu trắng; mạch Huyền Hoạt",Thiên Ma Câu Đằng Ẩm gia giảm,"Tang kí sinh, Thạch quyết minh, Bán hạ, Nam tinh, Chỉ thực, Trần bì, Thiên ma, Câu đằng, Ngưu tất, Hoàng cầm, Cương tằm, Trúc lịch, Cam thảo. (Run nhiều thêm Bạch tật lê, Thuyền thoái; Khó co duỗi thêm Cát căn, Bạch hoa xà; Chi trên tê đau thêm Khương hoạt; Chi dưới tê đau thêm Mộc qua. Nếu Tỳ hư rõ, thay bằng: Hoàng cầm, Bán hạ, Phục linh, Bạch truật, Trần bì, Hương phụ, Sa nhân, Xuyên khung, Chỉ xác, Đởm nam tinh, Quế chi, Thiên ma, Toàn yết, Ngô công)"
Parkinson,"Can âm suy, hư phong nội động","Gân cơ cứng, tay chân hoặc hàm dưới run, đau, tê, nhất là khi nghỉ ngơi, đi đứng khó khăn, mắt mờ, mắt dại, quầng đen dưới mắt, khó nuốt, táo bón, lưỡi đỏ",Nhất Quán Tiễn hợp Linh Giác Câu Đằng Thang gia giảm,"Tang kí sinh, Mẫu lệ, Thục địa, Sinh địa, Bạch thược, Thạch quyết minh, Sơn thù, Cương tằm, Thiên ma, Ngưu tất, Qui đầu, Cam thảo"
Parkinson,"Khí huyết đều hư, kinh mạch ứ trệ","Da mặt xanh xạm, mệt mỏi, tinh thần uể oải, không có sức, sợ lạnh, ngại nói, đầu chi co giật cứng, tay chân tê, gáy cứng, đi lại khó khăn, phân lỏng, dễ phù","Quy Tỳ Thang, Bổ Dương Hoàn Ngũ Thang, Thiên Ma Câu Đằng Ẩm","Đan sâm, Phục linh, Hoàng kỳ, Thục địa, Bạch thược, Ngũ vị, Câu đằng, Nhân sâm, Bạch truật, Thiên ma, Xuyên khung, Địa long, Toàn yết"
Parkinson,"Tỳ hư thấp trệ, đờm hoả quấy động phong","Đầu nặng, sợ lạnh, chân tay lạnh, lòng bàn tay chân và ngực nóng, thức ăn không tiêu, phân lỏng, tay chân khó cử động, run, đầu lưỡi đỏ, lưỡi bệu",Thiên Ma Câu Đằng Ẩm gia giảm,"Tang kí sinh, Thạch quyết minh, Bán hạ, Nam tinh, Chỉ thực, Trần bì, Thiên ma, Câu đằng, Ngưu tất, Hoàng cầm, Cương tằm, Trúc lịch, Cam thảo"
Parkinson,Đờm thấp ngăn trở kinh mạch (thể thay thế),"Các khớp cứng, run, đi lại khó, đi chậm, hai tay cứng, nói khó, không viết được, đầu đau, mất ngủ, khó nuốt, ngực đầy, hông sườn đầy",Bán Hạ Hậu Phác Thang gia giảm,"Bán hạ, Hậu phác, Phục linh, Sài hồ, Bạch thược, Chỉ xác, Xuyên khung, Bạch truật, Cương tằm, Đởm nam tinh, Thuyền thoái, Cam thảo"
Phong chẩn,Tà xâm nhập phế vị,"Sốt, sợ lạnh, ho, sổ mũi. 1-2 ngày sau da nổi ban đỏ từ đầu mặt xuống thân, sau tai có hạch to, ban mọc ngứa, lưỡi hơi đỏ, rêu trắng, mạch Phù Sác",Ngũ Vị Tiêu Độc Ẩm gia giảm,"Kinh giới, Thuyền thoái, Thăng ma, Xích thược, Phòng phong, Ngưu bàng, Liên kiều, Cam thảo, Vỏ đậu xanh, Đại thanh diệp"
Phong chẩn,Nhiệt thịnh,"Sốt cao, khát, phiền táo, tiểu ít đỏ, táo bón, ban đỏ tươi hoặc tía tối, ngứa, ăn vào trướng bụng, lưỡi đỏ, rêu vàng bệu, mạch Sác",Thấu Chẩn Lương Giải Thang gia giảm,"Kinh giới, Bạc hà, Thuyền thoái, Tang diệp, Cúc hoa, Liên kiều, Ngưu bàng, Địa đinh, Ngân hoa, Xích thược"
Phổi tắc nghẽn mãn tính (COPD),Phế khí hư (điều trị cụ thể),"Phổi tắc nghẽn mãn tính, phổi mất tính đàn hồi, ho thở, đoản khí, tự hãn, sợ gió",Bổ phế khí hóa đàm,"Hoàng kỳ, Phục linh, Lá nhót, Khoản đông hoa, Tử uyển, Đương qui, Xuyên khung, Tang bạch bì, Trần bì, Thanh bì, Bối mẫu, Thiên môn, Mạch môn, Cát cánh, Ngũ vị, Nhân sâm, Bán hạ"
Phổi tắc nghẽn mãn tính (COPD),Thận âm hư (điều trị cụ thể),"Phổi tắc nghẽn mãn tính, phổi mất tính đàn hồi, ho thở, ra mồ hôi trộm, ngũ tâm phiền nhiệt",Lục vị hoàn gia giảm,"Thục địa, Hoài sơn, Sơn thù, Đan bì, Bạch linh, Trạch tả, Nhân sâm, Ngũ vị, Ngưu tất"
Phổi tắc nghẽn mãn tính (COPD),Thận khí hư (điều trị cụ thể),"Phổi tắc nghẽn mãn tính, phổi mất tính đàn hồi, ho thở, sắc mặt nhạt, đau lưng, mỏi gối, tự hãn",Bổ thận nạp khí,"Nhân sâm, Tắc kè"
Phổi tắc nghẽn mãn tính (COPD),Ứ trệ (điều trị cụ thể),"Phổi tắc nghẽn mãn tính, phổi mất tính đàn hồi, đau ngực thở dốc",Hoạt huyết hóa ứ thông lạc,"Sinh địa, Hồng hoa, Đào nhân, Xích thược, Đương qui, Sài hồ, Chỉ sác, Cát cánh, Xuyên khung, Ngưu tất, Huyết kiệt, Cam thảo"
Phổi tắc nghẽn mãn tính (COPD),Kinh nghiệm dân gian,"Phổi tắc nghẽn mãn tính, phổi mất tính đàn hồi, ho thở, khó thở","Bạch cương tàm, Lá trà","Bạch cương tàm, Lá trà, Mật ong"
Phù lúc có thai,Tỳ khí suy yếu,"Thai nhiều nước quá, bụng sưng to khác thường, da bụng căng to lên; chân và bộ phận sinh dục sưng to, nặng thì toàn thân sưng phù; ăn ít, bụng trướng; tinh thần uể oải, tay chân mềm yếu; sắc mặt vàng nhạt; lưỡi nhạt, rêu lưỡi trắng; mạch Trầm Hoạt không lực",Lý Ngư Thang,"Lý ngư (cá chép), Bạch truật, Bạch thược, Qui đầu, Phục linh, Sinh khương"
Phù lúc có thai,Khí trệ thấp uất,"Có thai mà thai nhiều nước quá, bụng to khác thường; ngực đầy trướng, khó thở, không nằm được; tay chân và cơ thể sưng phù, mầu da không thay đổi, ấn vào lõm sâu; lưỡi nhạt, bệu; mạch Huyền, Hoạt",Phục Linh Đạo Thủy Thang bỏ Binh lang (hoặc Thiên Tiên Đằng Tán),"Phục linh, Trư linh, Bạch truật, Trạch tả, Mộc hương, Tô diệp, Đại phúc bì, Xa nhân (Sa nhân), Tang bì, Mộc qua (Hoặc dùng Thiên Tiên Đằng Tán: Thiên tiên đằng, Hương phụ, Trần bì, Cam thảo, Ô dược, Sinh khương, Mộc qua, Tô diệp)"
Phù lúc có thai,Thận hư,"Mặt phù, chân tay sưng, ấn vào lõm sâu; đầu váng, tai ù; lưng đau, chân mỏi, chân lạnh; hồi hộp, hơi thở ngắn; tiểu không thông; da mặt sạm tối; lưỡi nhạt, rêu lưỡi trắng hoạt; mạch Trầm Trì",Chân Vũ Thang (hoặc Phục Linh Tán gia giảm),"Quế chi, Bạch truật, Phục linh, Trư linh, Trạch tả, Hoài sơn, Thỏ ti tử (Chân Vũ Thang thường có: Phụ tử, Bạch linh, Bạch truật, Bạch thược, Sinh khương)"
Quai bị,Thể nhẹ,"Không sốt hoặc sốt nhẹ, sưng đau một bên hoặc hai bên mang tai, vùng má dưới tai đau và sưng dần, rêu lưỡi trắng mỏng, mạch Phù",Sơ phong thanh nhiệt tán kết,"Sài hồ, Hoàng cầm, Bản lam căn, Long đởm thảo, Xích thược, Uất kim, Nguyên hồ"
Quai bị,Thể nặng,"Má sưng to, cứng, ấn đau, khó há miệng, nuốt khó, sốt, đầu đau, khát, nước tiểu vàng, lưỡi đỏ, rêu vàng, mạch Phù Sác hoặc Hoạt Sác",Sơ phong thanh nhiệt tán kết,"Sài hồ, Ngưu bàng, Cương tàm, Thăng ma, Cát cánh, Thuyền thoái, Cát căn, Thiên hoa, Thạch cao, Cam thảo"
Quáng gà,Can huyết hư (Bổ Can Hoàn II),Mắt có màng nổi như đá (mã não ế),Bổ Can Hoàn II,"Xuyên khung, Long đởm thảo, Quy thân, Khương hoạt, Liên kiều, Dạ minh sa, Thục địa, Thuyền thoái, Xương truật, Sa tiền, Cúc hoa"
Quáng gà,Thận dương hư (Dạ Minh Bát Vị Thang),"Sắc manh, mù màu, dị thường sắc giác",Dạ Minh Bát Vị Thang,"Thục địa, Vân linh, Xương truật, Đan bì, Hoài sơn, Sơn thù, Trạch tả, Nhục quế, Phụ tử, Dạ minh sa"
Quáng gà,Can huyết hư (Dương Can Hoàn),Quáng gà sinh ra nội chướng,Dương Can Hoàn,"Dạ minh sa, Qui đầu, Mộc tặc, Thuyền thoái"
Quáng gà,Thận âm hư (Ích Thận Cốc Tinh Thang),"Sắc manh, mù màu, dị thường sắc giác",Ích Thận Cốc Tinh Thang,"Thục địa, Sơn thù, Cốt tinh thảo, Phục linh, Đan bì, Trạch tả, Hoài sơn"
Quáng gà,Tỳ vị khí hư (Kiện Tỳ Thăng Dương Ích Khí Thang),Sắc manh,Kiện Tỳ Thăng Dương Ích Khí Thang,"Đẳng sâm, Bạch truật, Hoàng kỳ, Hoài sơn, Qui đầu, Phục linh, Thạch hộc, Xương truật, Dạ minh sa, Vọng nguyệt, Trần bì, Thăng ma, Sài hồ, Cam thảo"
Quáng gà,Can huyết hư (Trư Can Tán),Quáng gà,Trư Can Tán,"Cốc tinh thảo, Dạ minh sa"
Quáng gà,Can huyết hư (Lá Bìm bìm hoặc Lá Dâu non),Quáng gà,Lá Bìm bìm hoặc Lá Dâu non,"Lá Bìm bìm, Lá Dâu non, Gan gà hoặc gan heo"
Quáng gà,"Cam tích (Ngũ Cam Hoàn, Ngũ Sắc Kê Can Tán)",Trẻ nhỏ do cam tích gây quáng gà,"Ngũ Cam Hoàn, Ngũ Sắc Kê Can Tán","Dạ minh sa, Thạch quyết minh, Gan dê hoặc gan heo"
Quáng gà,Thiếu vitamin A (Thịt quả Gấc ngâm rượu),Quáng gà do thiếu vitamin A,Thịt quả Gấc ngâm rượu/mật ong,"Thịt quả Gấc, Rượu (hoặc Mật ong/đường keo đặc)"
Quỷ thai,Khí huyết hư suy,"Có thai, âm đạo ra huyết lượng nhiều màu nhạt lợn cợn, bụng to khác thường, có khi đau, không thấy thai động, không nghe tim thai, uể oải, không sức, đầu váng, hoa mắt, sợ sệt, mất ngủ, da mặt xanh trắng, lưỡi nhạt, mạch Tế Nhược","Ích khí dưỡng huyết hoạt huyết hạ thai - Cứu Mẫu Đơn gia Chỉ xác, Ngưu tất","Cứu Mẫu Đơn, Chỉ xác, Ngưu tất"
Quỷ thai,Khí trệ huyết ứ,"Có thai, âm đạo ra huyết lượng ít không dứt hoặc ra nhiều màu tím tối hoặc có cục, bụng to khác thường, có khi đau ấn vào đau hơn, không thấy thai động, không nghe tim thai, ngực và hông sườn trướng đau, phiền táo, dễ tức giận, lưỡi tím tối hoặc có nốt ứ huyết",Lý khí hoạt huyết khứ ứ hạ thai - Lạc Hồn Thang,"Nhân sâm, Đại hoàng, Qui đầu, Ngưu tất, Lôi hoàn, Hồng hoa, Đan bì, Chỉ sác, Hậu phác, Đào nhân"
Quỷ thai,Hàn thấp uất kết,"Có thai, âm đạo ra huyết lượng ít màu đỏ tối có cục, bụng to khác thường, bụng dưới lạnh đau, không thấy thai động, không nghe tim thai, sợ lạnh, tay chân lạnh, lưỡi trắng bệu, mạch Trầm Khẩn",Tán hàn trừ thấp trục thủy hạ thai - Nguyên Hoa Tán,"Nguyên hoa, Ngô thù, Tần cửu, Cương tằm, Sài hồ, Xuyên ô, Ba kích"
Quỷ thai,Đờm trọc ngưng trệ,"Có thai, âm đạo ra huyết lượng ít màu tối, bụng to khác thường, không thấy thai động, không nghe tim thai, cơ thể mập mạp, ngực sườn đầy trướng, nôn ra đờm nhiều, lưỡi nhạt, rêu lưỡi bệu, mạch Hoạt","Hoá đàm trừ thấp hành khí hạ thai - Bình Vị Tán gia Mang tiêu, Chỉ xác","Xương truật, Cam thảo, Hậu phác, Trần bì, Mang tiêu, Chỉ sác"
Ra mồ hôi bất thường,Khí hư,"Tự ra mồ hôi nhiều, mệt mỏi đoản khí, ăn kém, dễ bị cảm mạo, mạch vô lực, lưỡi đỏ nhạt",Ngọc bình phong thang hợp bổ phế thang gia giảm,"Mẫu lệ, Ma hoàng căn, Hoàng kỳ, Ngũ vị, Thục địa, Tử uyển, Tang bì, Đẳng sâm, Phòng phong, Bạch truật, Cam thảo, Quế chi, Phù tiểu mạch"
Ra mồ hôi bất thường,Thấp nhiệt uất trưng,"Ra mồ hôi nhiều, người nóng, tiểu tiện vàng đỏ, có khi mồ hôi ra có sắc vàng, mạch sác",Đương qui lục hoàng thang gia giảm,"Đương qui, Thục địa, Hoàng cầm, Hoàng kỳ, Sinh địa, Hoàng liên, Hoàng bá"
Ra mồ hôi bất thường,Âm hư đạo hãn,"Khi ngủ ra mồ hôi nhiều, lòng bàn tay bàn chân nóng, miệng khô háo, mạch tế sác",Lục vị hoàn hợp Đương qui lục hoàng,"Đan bì, Bạch linh, Trạch tả, Hoàng liên, Sơn thù, Thục địa, Ma hoàng căn, Hoàng kỳ, Đương qui, Mẫu lệ, Hoàng cầm, Hoàng bá, Sinh địa"
Rám má,Âm hư,"Da mặt xuất hiện từng nốt hoặc từng mảng màu nâu sẫm, không nổi cao, do âm hư hỏa bốc lên gây huyết táo",Tư âm giáng hỏa hoạt huyết,"Đan bì, Bạch linh, Trạch tả, Thục địa, Sơn thù, Hoài sơn, Qui đầu, Bạch thược, Kỉ tử, Cúc hoa, Thiên hoa, Táo, Hạ khô thảo, Sinh khương, Ngũ vị, Mạch môn, Ngưu tất"
Rám má,Huyết hư ứ nhiệt,"Mặt nổi ban vàng sẫm, từng nốt hoặc mảng to nhỏ không đều, kèm kinh sớm",Dưỡng huyết hoạt huyết lương huyết - Tiêu ban mỹ dung thang,"Đương qui, Xích thược, Thục địa, Trinh nữ tử, Xuyên khung, Sinh địa, Bạch chỉ, Tử thảo"
Rám má,Khí trệ huyết ứ,"Sắc ban sẫm, lâu ngày không tiêu, chất lưỡi tía tối",Lý khí hoạt huyết tiêu ban - Lưu thị khứ ban phương,"Sài hồ, Xích thược, Sinh địa, Chỉ sác, Xuyên khung, Trạch lan, Trích thảo, Qui đầu, Bạch thược, Mộc hương, Đẳng sâm, Ích mẫu, Ngưu tất"
Rám má,Huyết ứ nặng,"Sắc ban đen sẫm (Can ban), do huyết ứ nặng",Hành khí hoạt huyết hóa ứ tiêu ban - Tử thảo tẩy phương,"Tử thảo, Bạch chỉ, Tô mộc, Hậu phác, Mộc thông, Thiến thảo, Xích thược, Hồng hoa, Ty qua lạc"
Rám má,Âm hư huyết ứ,"Ban sẫm, kèm phiền nhiệt hồi hộp, lưỡi bóng không rêu",Khư ám mĩ dung thang,"Qui đầu, Thục địa, Xích thược, Tật lê, Đông qua tử, Sinh địa, Xuyên khung, Bạch thược, Cương tàm"
Rôm sảy,Nhiệt độc,"Nốt sẩy đỏ, nổi mọng nước",Hà thị chỉ dương phấn,"Hoạt thạch, Bột băng phiến, Bột hàn thạch thủy"
Rụng tóc,Huyết nhiệt sinh phong,"Đột nhiên tóc rụng từng mảng lớn, da đầu ngứa, vùng da đầu nóng, tâm phiền, hoảng hốt, phiền táo không yên, lưỡi đỏ sậm, rêu lưỡi ít, mạch Tế Sác",Tứ vật thang hợp Lục vị địa hoàng hoàn gia giảm,"Xuyên khung, Qui đầu, Thục địa, Bạch thược, Đan bì, Bạch linh, Trạch tả, Sinh địa, Thục địa, Sơn thù, Hoài sơn, Thỏ ti tử, Xích thược, Phục thần, Trắc bách diệp, Đại giả thạch"
Rụng tóc,Huyết ứ,"Tóc rụng, đầu đau hoặc da đầu đau, lúc đầu rụng từng vùng sau rụng toàn đầu, đêm ngủ hay mơ, phiền nhiệt khó ngủ, răng lung lay, lưỡi đỏ tối hoặc có vết ứ huyết, rêu lưỡi ít, mạch Trầm Sáp",Thông khiếu hoạt huyết thang gia giảm,"Qui vĩ, Xích thược, Sinh địa, Xuyên khung, Cam thảo, Đào nhân, Hồng hoa, Táo nhân, Cúc hoa, Tang diệp, Bạch chỉ, Màn kinh, Viễn trí"
Rụng tóc,Khí huyết hư,"Sau bệnh nặng hoặc sau sinh tóc rụng, da đầu mềm, môi trắng xanh, sợ sệt, hơi thở ngắn, tiếng nói nhẹ, đầu váng, thích ngủ, mệt mỏi, không sức, lưỡi đỏ nhạt, rêu trắng nhạt, mạch tế nhược",Bát Trân Thang gia vị,"Đẳng sâm, Bạch truật, Bạch linh, Cam thảo, Qui đầu, Thục địa, Bạch thược, Xuyên khung, Tang thầm, Hoàng tinh, Phụ tử, Hoàng kỳ"
Rụng tóc,Can thận bất túc,"Tóc vàng hoặc trắng, rụng đều từng vùng thành mảng lớn, nặng thì rụng cả lông mày, lông nách, lông mu, da mặt trắng bệch, tay chân lạnh, sợ lạnh, đầu váng, tai ù, lưng đau, gối mỏi, quy đầu lạnh",Thất Bảo Mỹ Nhiệm Đơn gia giảm,"Hà thủ ô, Câu kỷ tử, Thỏ ty tử, Đương quy, Nữ trinh tử, Hắc chi ma, Hồ đào nhục, Ngưu tất, Hoàng tinh, Tang thầm tử, Viễn chí, Thạch xương bồ"
Rụng tóc,Can thận bất túc (Sinh Phát Hoàn),Tóc rụng do Can thận bất túc,Sinh Phát Hoàn,"Đảng sâm, Bạch truật, Thục địa, Bá tử nhân, Hà thủ ô, Thỏ ty tử, Phục linh, Xuyên khung, Cam thảo"
Rụng tóc,Can thận bất túc (Trắc Bá Hoàn),Tóc rụng do Can thận bất túc,Trắc Bá Hoàn,"Trắc bá diệp, Đương quy"
Rụng tóc,Can thận bất túc (Nhất Ma Nhị Chí Hoàn),Tóc rụng do Can thận bất túc,Nhất Ma Nhị Chí Hoàn,"Hắc chi ma, Nữ trinh tử, Hạn liên thảo, Hà thủ ô, Câu kỷ tử, Sinh địa, Thục địa, Hoàng tinh"
Rụng tóc,Can thận bất túc (Ích Thận Vinh Phát Hoàn),Tóc rụng do Can thận bất túc,Ích Thận Vinh Phát Hoàn,"Thục địa, Hà thủ ô, Bổ cốt chỉ, Thỏ ty tử, Cốt toái bổ, Phúc bồn tử, Hắc hồ ma, Toàn đương quy, Bạch truật, Phục linh, Nhục thung dung, Hoàng kỳ, Hoàng tinh, Đảng sâm, Câu kỷ tử, Ngũ vị tử, Xuyên khung, Chích cam thảo"
Rụng tóc,Can thận bất túc (Sinh Phát Ẩm),Tóc rụng do Can thận bất túc,Sinh Phát Ẩm,"Hà thủ ô, Tang thầm tử, Thỏ ty tử, Đan sâm, Hoàng kỳ, Bổ cốt chỉ, Sinh địa, Đảng sâm, Xuyên khung, Hắc chi ma, Đương quy"
Rụng tóc,Can thận bất túc (Tân Chế Sinh Phát Thang),Tóc rụng do Can thận bất túc,Tân Chế Sinh Phát Thang,"Hà thủ ô, Thục địa, Trắc bá diệp, Hoàng tinh, Câu kỷ tử, Bổ cốt chỉ, Đương quy, Bạch thược, Đại táo"
Rụng tóc,Can thận bất túc (Phục Phương Hắc Đậu Thang),Tóc rụng do Can thận bất túc,Phục Phương Hắc Đậu Thang,"Bổ cốt chỉ, Bạch tiên bì, Hắc đại đậu, Hà thủ ô, Thục địa, Hoàng tinh, Khổ sâm phiến, Hoàng kỳ, Thuyền thoái, Trần bì, Cam thảo, Bạch truật, Phòng phong"
Rụng tóc,Can thận bất túc (Quy Tinh Sinh Phát Thang),Tóc rụng do Can thận bất túc,Quy Tinh Sinh Phát Thang,"Đương quy, Hoàng tinh, Trắc bá diệp, Chử thực tử, Đại hồ ma, Hồ đào nhục, Đông trùng hạ thảo"
Rụng tóc,Can thận bất túc (Bạch Thục Sinh Phát Thang),Tóc rụng do Can thận bất túc,Bạch Thục Sinh Phát Thang,"Bạch thược, Sinh địa, Hà thủ ô, Thiên ma, Thỏ ty tử, Đương quy, Mạch môn, Thiên môn"
Rụng tóc,Can thận bất túc (Ô Phát Tán),"Tóc rụng, tóc bạc sớm do Can thận bất túc",Ô Phát Tán,"Hà thủ ô, Hắc chi ma"
Rụng tóc,Can thận bất túc (Tảo Bạch Thang),"Đầu bạc trước 50 tuổi, tóc rụng do Can thận bất túc",Tảo Bạch Thang,"Hạn liên thảo, Phục linh, Hợp hoan bì, Cát cánh, Thục địa, Trần bì, Táo nhân, Huyền sâm, Nhục thung dung, Hoàng kỳ, Bổ cốt chỉ, Tang thầm tử, Trắc bá diệp, Thương truật, Hoàng tinh, Đan sâm, Đăng tâm thảo, Nhân sâm, Khổ sâm, Sa sâm, Thiên long thảo, Xa tiền thảo"
